renter7	renter	When you rent from us, there are no broker fees or agent commissions. You only pay for your credit check The security deposit is 1.5x the monthly rent. To move in you will need the first month's rent + 1.5x security deposit. The application is free, once you're conditionally approved we ask for a $30 charge for every adult to pay for your credit check. We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own. We don?t have a fixed minimum credit score. If you believe you can be a great tenant but you are unsure about your credit score, please talk to one of our staff members. We take section 8 for some of our units, ask a staff member for a specific apartment.	do you accept section 8?	706	We take section 8 for some of our units
312chapel12	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	is there parking?	558	Garage parking is available for an additional $150 per month
312chapel2	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	does the apartment come with washer and dryer?	529	in-unit washer/dryer hookups
312chapel9	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	is there a washer/dryer?	529	in-unit washer/dryer hookups
312chapel10	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	is there a washing machine?	529	in-unit washer/dryer hookups
312chapel21	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	does it have AC?	513	central A/C
26rose16	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	who pays electric?	440	Tenant pays for electric and gas
368armstrong7	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is it easy to find street parking?	418	1 Driveway parking included
368armstrong12	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is there parking?	418	1 Driveway parking included
26rose17	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	who pays for water?	409	Water is included in the rent
26rose0	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	are utilities included?	409	Water is included in the rent
renter0	renter	When you rent from us, there are no broker fees or agent commissions. You only pay for your credit check The security deposit is 1.5x the monthly rent. To move in you will need the first month's rent + 1.5x security deposit. The application is free, once you're conditionally approved we ask for a $30 charge for every adult to pay for your credit check. We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own. We don?t have a fixed minimum credit score. If you believe you can be a great tenant but you are unsure about your credit score, please talk to one of our staff members. We take section 8 for some of our units, ask a staff member for a specific apartment.	can I bring my dog?	355	We usually allow pets with an upfront one time fee of $400/pet
renter6	renter	When you rent from us, there are no broker fees or agent commissions. You only pay for your credit check The security deposit is 1.5x the monthly rent. To move in you will need the first month's rent + 1.5x security deposit. The application is free, once you're conditionally approved we ask for a $30 charge for every adult to pay for your credit check. We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own. We don?t have a fixed minimum credit score. If you believe you can be a great tenant but you are unsure about your credit score, please talk to one of our staff members. We take section 8 for some of our units, ask a staff member for a specific apartment.	what is the pet policy?	355	We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own.
368armstrong20	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is there ac?	354	Apartment features Central AC
368armstrong22	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is there air conditioner?	354	Apartment features Central AC
26rose2	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	how close to the train?	352	close to Danforth Ave Light Rail Station
89vannostrand15	89vannostrand	NO FEE! 3 Bed 1 Bath 788 SQFT $1,395 A huge skylight illuminates the main stairway and guides your way up to this pet-friendly home. As you enter, you're welcomed by a massive dining room, perfect for hosting friends and family. Just across the way, you'll find an updated kitchen with sleek granite countertops, custom cabinetry, and shiny stainless steel appliances. Nearby, you'll discover a separate living room lined with lustrous hardwood floors. This home boasts three private bedrooms, each with individual closet space and stunning hardwood floors throughout. Commuting has never been easier as you'll be located just minutes from the Richard Street Light Rail station to travel conveniently around Jersey City. For outdoor relaxation and recreation, the leafy Bayside Park is situated nearby as well.	is this newly renovated?	265	updated kitchen
general1	general	With over 10 years of experience, ASD Property Group has built a reputation of speed, financial strength, and integrity with both sellers and our tenants.  We specialize in small multifamily property in urban neighborhoods conveniently located near public transit. Our properties are concentrated in Jersey City and Bayonne. We purchase properties in any condition, without any mortgage or inspection contingencies. 	do you have apartments in new york?	265	Our properties are concentrated in Jersey City and Bayonne
158clerk3	158clerk	Stunning, newly renovated 2 bedrooms and brand new bathroom apartment. Open concept kitchen, ideal for entertaining, high end appliances, recessed lighting, central air and so much more. Free storage and coin-operated laundry in the basement. Close proximity to the Garfield Ave Light Rail, major highways and bus routes affords you quick travel around Jersey City and into Manhattan in less than 30 minutes!	how close to the train?	243	Close proximity to the Garfield Ave Light Rail
14cooper24	14cooper	 $2,300.00 / 3 br / 1.0 ba / 850 sqft 3BR Apartment Unit in Bayonne  Newly updated 3 bedroom full first floor apartment with hardwood floors and dishwasher. Washer/dryer in basement. Landlord pays for hot water, tenant pays electric and gas. Section 8 accepted! This property is not available for tenants with an income less than 2.5x rent, large dogs, more than 3 pets, a move in date too far out, or any unmet property requirements. View more properties from ASD Property Group. 	do you accept section 8?	242	Section 8 accepted
168bergen1	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	does it have a balcony?	241	a private balcony
26rose5	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	how much storage?	226	lots of closet space
14cooper17	14cooper	 $2,300.00 / 3 br / 1.0 ba / 850 sqft 3BR Apartment Unit in Bayonne  Newly updated 3 bedroom full first floor apartment with hardwood floors and dishwasher. Washer/dryer in basement. Landlord pays for hot water, tenant pays electric and gas. Section 8 accepted! This property is not available for tenants with an income less than 2.5x rent, large dogs, more than 3 pets, a move in date too far out, or any unmet property requirements. View more properties from ASD Property Group. 	who pays electric?	212	tenant pays electric and gas
158clerk10	158clerk	Stunning, newly renovated 2 bedrooms and brand new bathroom apartment. Open concept kitchen, ideal for entertaining, high end appliances, recessed lighting, central air and so much more. Free storage and coin-operated laundry in the basement. Close proximity to the Garfield Ave Light Rail, major highways and bus routes affords you quick travel around Jersey City and into Manhattan in less than 30 minutes!	is there a washing machine?	204	coin-operated laundry in the basement
168bergen14	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	is this modern?	186	modern finishes, hardwood floors, granite countertops
14cooper0	14cooper	 $2,300.00 / 3 br / 1.0 ba / 850 sqft 3BR Apartment Unit in Bayonne  Newly updated 3 bedroom full first floor apartment with hardwood floors and dishwasher. Washer/dryer in basement. Landlord pays for hot water, tenant pays electric and gas. Section 8 accepted! This property is not available for tenants with an income less than 2.5x rent, large dogs, more than 3 pets, a move in date too far out, or any unmet property requirements. View more properties from ASD Property Group. 	are utilities included?	183	Landlord pays for hot water, tenant pays electric and gas
renter1	renter	When you rent from us, there are no broker fees or agent commissions. You only pay for your credit check The security deposit is 1.5x the monthly rent. To move in you will need the first month's rent + 1.5x security deposit. The application is free, once you're conditionally approved we ask for a $30 charge for every adult to pay for your credit check. We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own. We don?t have a fixed minimum credit score. If you believe you can be a great tenant but you are unsure about your credit score, please talk to one of our staff members. We take section 8 for some of our units, ask a staff member for a specific apartment.	how much do i need to move in?	181	first month's rent + 1.5x security deposit.
312chapel25	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	how big is it?	176	1600 square feet
158clerk20	158clerk	Stunning, newly renovated 2 bedrooms and brand new bathroom apartment. Open concept kitchen, ideal for entertaining, high end appliances, recessed lighting, central air and so much more. Free storage and coin-operated laundry in the basement. Close proximity to the Garfield Ave Light Rail, major highways and bus routes affords you quick travel around Jersey City and into Manhattan in less than 30 minutes!	is there ac?	157	central air
14cooper9	14cooper	 $2,300.00 / 3 br / 1.0 ba / 850 sqft 3BR Apartment Unit in Bayonne  Newly updated 3 bedroom full first floor apartment with hardwood floors and dishwasher. Washer/dryer in basement. Landlord pays for hot water, tenant pays electric and gas. Section 8 accepted! This property is not available for tenants with an income less than 2.5x rent, large dogs, more than 3 pets, a move in date too far out, or any unmet property requirements. View more properties from ASD Property Group. 	is there a washer/dryer?	157	Washer/dryer in basement
168bergen3	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	how close to the train?	151	close proximity to transportation
renter2	renter	When you rent from us, there are no broker fees or agent commissions. You only pay for your credit check The security deposit is 1.5x the monthly rent. To move in you will need the first month's rent + 1.5x security deposit. The application is free, once you're conditionally approved we ask for a $30 charge for every adult to pay for your credit check. We usually allow pets with an upfront one time fee of $400/pet, please discuss our pet policy with one of our staff members as it can be different based on the kind of pet you own. We don?t have a fixed minimum credit score. If you believe you can be a great tenant but you are unsure about your credit score, please talk to one of our staff members. We take section 8 for some of our units, ask a staff member for a specific apartment.	how much security deposit?	129	1.5x the monthly rent
312chapel23	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	what floor is it on?	126	second floor
368armstrong10	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is there a washing machine?	77	In unit washer and dryer
368armstrong11	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is there laundry?	77	In unit washer and dryer
368armstrong2	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	does the apartment come with washer and dryer?	77	In unit washer and dryer
312chapel4	312chapel	Rent is $1,950.00 per month Apartment has 3 bedrooms and 2 bathrooms, hardwood floors throughout. Apartment is located in the second floor of 312 Chapel Ave. This apartment is 1600 square feet, much larger than comparable units because it is located in an oversized lot. There is no brokers fee or brokers comittion. To apply for free go to ASDProp.com , applicaiton is free, you only pay $30 per applicant for the credit check. Pets are allowed on a case by case basis, upfront one time pet fee of $400 Unit has central A/C and in-unit washer/dryer hookups Garage parking is available for an additional $150 per month.	how many bathrooms?	57	2
26rose3	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	how many bathrooms?	36	1
168bergen11	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	is there laundry?	27	IN-UNIT WASHER AND DRYER
168bergen10	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	is there a washing machine?	27	IN-UNIT WASHER AND DRYER
168bergen2	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	does the apartment come with washer and dryer?	27	IN-UNIT WASHER AND DRYER
168bergen9	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	is there a washer/dryer?	27	IN-UNIT WASHER AND DRYER
158clerk5	158clerk	Stunning, newly renovated 2 bedrooms and brand new bathroom apartment. Open concept kitchen, ideal for entertaining, high end appliances, recessed lighting, central air and so much more. Free storage and coin-operated laundry in the basement. Close proximity to the Garfield Ave Light Rail, major highways and bus routes affords you quick travel around Jersey City and into Manhattan in less than 30 minutes!	how many bedrooms?	26	2
26rose4	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	how many bedrooms?	26	3
368armstrong15	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is this newly renovated?	10	Brand New construction
368armstrong14	368armstrong	This is a Brand New construction. Beautifully designed with plenty of light. In unit washer and dryer, 2 balcony to enjoy your own outdoor space. This unit entrance is located on the 2nd floor. Master Room with bathroom: Fits king size bed All the other rooms can fit a queen size bed. 2 Balconies Open Kitchen with HUGE island Washer and Dryer in unit. Apartment features Central AC. Reach out for a Private showing! 1 Driveway parking included	is this modern?	10	Brand New construction
89vannostrand5	89vannostrand	NO FEE! 3 Bed 1 Bath 788 SQFT $1,395 A huge skylight illuminates the main stairway and guides your way up to this pet-friendly home. As you enter, you're welcomed by a massive dining room, perfect for hosting friends and family. Just across the way, you'll find an updated kitchen with sleek granite countertops, custom cabinetry, and shiny stainless steel appliances. Nearby, you'll discover a separate living room lined with lustrous hardwood floors. This home boasts three private bedrooms, each with individual closet space and stunning hardwood floors throughout. Commuting has never been easier as you'll be located just minutes from the Richard Street Light Rail station to travel conveniently around Jersey City. For outdoor relaxation and recreation, the leafy Bayside Park is situated nearby as well.	how many bedrooms?	8	3 Bed
14cooper5	14cooper	 $2,300.00 / 3 br / 1.0 ba / 850 sqft 3BR Apartment Unit in Bayonne  Newly updated 3 bedroom full first floor apartment with hardwood floors and dishwasher. Washer/dryer in basement. Landlord pays for hot water, tenant pays electric and gas. Section 8 accepted! This property is not available for tenants with an income less than 2.5x rent, large dogs, more than 3 pets, a move in date too far out, or any unmet property requirements. View more properties from ASD Property Group. 	how many bedrooms?	4	3
168bergen0	168bergen	ALL UTILITIES INCLUDED AND IN-UNIT WASHER AND DRYER!! Welcome to this newly renovated 3 bedroom apartment presented to you by NUIC. This unit features close proximity to transportation, modern finishes, hardwood floors, granite countertops, a private balcony, access to shared backyard, stainless steel appliances, in-unit laundry, and much more!	are utilities included?	0	ALL UTILITIES INCLUDED
26rose14	26rose	Beautiful Newly Renovated 3 Bedroom 1 Bath Apartment in quiet , beautiful neighborhood!! * Large Eat-in Kitchen with New Stainless Steel Appliances, Bursting with Natural Sunlight, In terms of storage, this apartment features lots of closet space. Ideal location close to Shopping Centers. Easy access to NYC through NJ Transit Bus Transportation, and close to Danforth Ave Light Rail Station. No Broker fee! Water is included in the rent. Tenant pays for electric and gas.	is this newly renovated?	0	Beautiful Newly Renovated
